"j","k","method","ISE_MC"
1,10,"NW",0.000811318105271239
1,10,"LL",0.000546497666704651
1,14,"GM",0.00129366134345567
1,14,"NW",0.00129462273122267
1,14,"LL",0.000599856329964229
2,7,"GM",0.00518417597510068
2,7,"NW",0.00557607908724688
2,7,"LL",0.00327975130834346
2,10,"GM",0.00214350830963911
2,10,"NW",0.00220922162562644
2,10,"LL",0.00047996300579329
2,14,"GM",0.00184054275263807
2,14,"NW",0.00183660026580733
2,14,"LL",0.00122598077009599
3,7,"GM",0.00337669771914907
3,7,"NW",0.00324720823989425
3,7,"LL",0.00287345652733046
3,10,"GM",0.00303575516981911
3,10,"NW",0.00316588794500887
3,10,"LL",0.00231010430771195
3,14,"GM",0.00278763776966101
3,14,"NW",0.00210774999044995
3,14,"LL",0.00144554947261122
4,7,"GM",0.0196217746295968
4,7,"NW",0.0086236562578674
4,7,"LL",0.0146554779723259
4,10,"GM",0.00386158876371711
4,10,"NW",0.00429067065870899
4,10,"LL",0.00319036225968881
4,14,"GM",0.00310745062906561
4,14,"NW",0.00275074937634627
4,14,"LL",0.00111225539471465
5,7,"GM",0.0160432338566372
5,7,"NW",0.0146117187406275
5,7,"LL",0.00579444190216568
5,10,"GM",0.0100479329822605
5,10,"NW",0.00804985343459099
5,10,"LL",0.00389130992508703
5,14,"GM",0.00653245387002784
5,14,"NW",0.00804746734450675
5,14,"LL",0.00310410942663723
6,7,"GM",0.00945742639955444
6,7,"NW",0.0144879080090366
6,7,"LL",0.0176915162399162
6,10,"GM",0.00455180443624369
6,10,"NW",0.00447013056861755
6,10,"LL",0.00206495192912301
6,14,"GM",0.00628375089171854
6,14,"NW",0.00513120421522099
6,14,"LL",0.00227597630009797
1,7,"GM",0.00105510921671245
1,7,"NW",0.00104313717922604
1,7,"LL",0.00195115049061529
1,10,"GM",0.00134353036987894
1,10,"NW",0.00155223912429226
1,10,"LL",0.000799803967432071
1,14,"GM",0.000945500422340006
1,14,"NW",0.000894989100661341
1,14,"LL",0.000175385211420156
